FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,INTER_TFR,CONTRIBTNS,INC_INVEST,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,YEAR,Year,Income_by_year
106281078,ADVENTIST HEALTH ST. HELENA,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Napa,3,407,Non-Profit,General,Comparable,,707-963-3611,10 WOODLAND ROAD,ST. HELENA,94574,"STEVEN HERBER, M.D.",PRESIDENT OF SHNV,WWW.STHELENAHOSPITAL.ORG,ST. HELENA HOSPITAL,DEREK WONG,"TOYON ASSOCIATES, INC.",,05-0013,,ZZR00013F,127,127,59,7584.0,2013.0,5851.0,2554.0,,738.0,2059.0,10.0,77.0,20886,1587.0,310.0,584.0,488.0,,115.0,375.0,2.0,20.0,3481,127.0,,,,,,20886.0,,,,,,3481.0,,,,,,45.1,45.1,6.0,6.0,,,,32085.0,2283.0,440.0,6399.0,,2031.0,12555.0,20.0,583.0,56396.0,6263.0,14576.0,,31225.0,8748.0,7.0,111195.0,329805.0,1210.0,4714.0,,,1209976053,1009727184.0,28564625.0,228813494,16102046.0,242258824,2656716.0,7532680.0,13342372.0,,-3152976.0,186146995,50469119.0,973359939.0,313268120.0,43420661.0,46105403.0,83306111.0,,20220827.0,79741815.0,490404.0,3948361.0,590501702.0,349872323.0,25505785.0,4535996.0,74924625.0,,23900156.0,136023080.0,148400.0,4563986.0,619474351.0,586308518.0,48097830.0,37106257.0,135431240.0,-188313.0,,33975325.0,154368684.0,2455185.0,2543267.0,,9629191.0,,28564625.0,,75987748.0,20372168.0,12842973.0,51144976.0,,8688661.0,58129549.0,,1647419.0,,1678741.0,39621.0,,38565845.0,11900922.0,88860272.0,12720625.0,5094914.0,507527.0,,25537574.0,437881.0,42107192.0,16526072.0,49201627.0,24679510.0,18394609.0,9847977.0,51827007.0,53459468.0,7507514.0,967994.0,438425.0,2438208.0,23496485.0,52993462.0,,85387037.0,22082741.0,1125378.0,,161588618.0,98385599.0,,67900990.0,-4697971.0,161588618.0,34305.0,175085719.0,-144422121.0,162836286.0,79742763.0,263222249.0,177835212.0,,9446286.0,,70646323.0,2745333.0,5902716.0,73154537.0,493.0,191.0,938736.0,133981.0,1072717.0,116.0,,101586.0,287400.0,295901.0,2235.0,65076.0,96893.0,36190.0,6496.0,35064.0,11895.0,309402.0,67487.0,312514.0,7296.0,131735.0,234.0,110068.0,360756.0,74562.0,366660.0,8027.0,142462.0,236.0,120014.0,2021,2021,2797901180.0
106154168,ADVENTIST HEALTH TEHACHAPI VALLEY,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Kern,9,623,Non-Profit,General,Comparable,Rural,661-771-8600,1100 MAGELLAN DRIVE,TEHACHAPI,93561,DANIEL WOLCOTT,CEO,WWW.ADVENTISTHEALTH.ORG/TEHACHAPI-VALLEY,ADVENTIST HEALTH,SCOTT YASUDA,"STRATEGIC REIMBURSEMENT GROUP, LLC",,05-1301,1275538530,,25,25,18,1560.0,1205.0,1037.0,902.0,,405.0,827.0,,75.0,6011,354.0,218.0,61.0,233.0,,95.0,153.0,,18.0,1132,20.0,,,,5.0,,4894.0,,,,1117.0,,1093.0,,,,39.0,,65.9,65.9,5.3,4.5,,,,7564.0,5794.0,3082.0,19752.0,,4833.0,5858.0,,1167.0,48050.0,18438.0,18470.0,,11511.0,,2.0,7335.0,19095.0,88.0,226.0,,,199779124,147159688.0,,52619436,5793819.0,54614269,3798986.0,211186.0,,,4010172.0,31389256,56322682.0,112067186.0,19840025.0,15490014.0,6247518.0,14533140.0,,7132112.0,12870667.0,,1400112.0,77513588.0,20518474.0,14050898.0,5590726.0,40091473.0,,11239959.0,26993284.0,,3780722.0,122265536.0,31048315.0,19297187.0,8333096.0,44420754.0,-1132.0,,10859941.0,22914295.0,5132009.0,618218.0,,4537005.0,,,,8735481.0,9953875.0,1953863.0,10033325.0,,6587087.0,15191268.0,,164537.0,,,211186.0,,7041541.0,7704436.0,14554524.0,,,,,6475781.0,1799518.0,13767690.0,3270779.0,16044656.0,6232456.0,4341250.0,2583577.0,7115859.0,12395905.0,719794.0,296022.0,153639.0,1785920.0,2945191.0,30710877.0,,42134050.0,72675.0,,111836.0,73029438.0,11027789.0,,60525551.0,1476098.0,73029438.0,18568953.0,42640648.0,-33227241.0,41252314.0,7057709.0,48424323.0,6290273.0,,,59986000.0,60576970.0,51419.0,102510.0,1793423.0,168.0,90.0,330436.0,34379.0,364815.0,154.0,,29839.0,58987.0,95127.0,10301.0,69105.0,31534.0,12552.0,7839.0,12820.0,2332.0,83214.0,99246.0,91035.0,,26495.0,2405.0,28041.0,93302.0,110626.0,98059.0,,29039.0,2565.0,31224.0,2021,2021,2797901180.0
106540816,ADVENTIST HEALTH TULARE,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Tulare,9,611,Non-Profit,General,Comparable,,559-688-0821,869 N. CHERRY STREET,TULARE,93724,ANDREA KOFL,CEO,WWW.ADVENTISTHEALTHCV.COM,ADVENTIST HEALTH,MATTHEW GOSS,"STRATEGIC REIMBURSEMENT GROUP, LLC",,05-0784,1801366711,,73,73,27,2640.0,1.0,658.0,2821.0,,190.0,1367.0,10.0,1187.0,8874,690.0,1.0,172.0,739.0,,50.0,358.0,2.0,311.0,2323,73.0,,,,,,8874.0,,,,,,2323.0,,,,,,33.3,33.3,3.8,3.8,10.0,415.0,324.0,6701.0,898.0,953.0,9436.0,,1022.0,7278.0,7.0,926.0,27221.0,26581.0,,,25137.0,,4.0,40612.0,152636.0,473.0,1840.0,194.0,66.0,267223258,233359641.0,1042.0,33864659,1502199.0,83341990,-47975132.0,-3693.0,,,-47978825.0,26386319,84531638.0,156305301.0,43818539.0,2411.0,14660286.0,95620179.0,,5310923.0,35709545.0,240925.0,29611031.0,224973839.0,9151669.0,1278784.0,1274606.0,15891825.0,,1985397.0,11637552.0,7380.0,1022206.0,42249419.0,43141985.0,1004473.0,14809012.0,106097303.0,-458681.0,,6066652.0,36629543.0,1459557.0,248305.0,,24361492.0,1042.0,,,9828223.0,277764.0,1186855.0,5812407.0,,1229668.0,10717554.0,,4812188.0,,,-10694.0,,12240440.0,7054149.0,24111280.0,,,,883158.0,9988405.0,1580427.0,21927463.0,5556668.0,20936018.0,7508217.0,8134170.0,3831920.0,9604024.0,17199395.0,1779106.0,3329558.0,93706.0,2707505.0,8218371.0,32436932.0,,11421975.0,904979.0,2023611.0,303000.0,47090497.0,58328245.0,,45049656.0,-56287404.0,47090497.0,,63419881.0,-48571449.0,688549.0,22074397.0,22762946.0,11340971.0,,6477638.0,,47269638.0,2219982.0,84041.0,44260774.0,221.0,86.0,423915.0,41920.0,465835.0,56.0,4.0,29898.0,173434.0,147274.0,,26079.0,13148.0,17947.0,9093.0,5797.0,1245.0,119283.0,64428.0,159737.0,8807.0,40120.0,116.0,31424.0,135521.0,70607.0,173897.0,9196.0,42980.0,120.0,33514.0,2021,2021,2797901180.0
106231396,ADVENTIST HEALTH UKIAH VALLEY,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Mendocino,1,113,Non-Profit,General,Comparable,Rural,707-462-3111,275 HOSPITAL DRIVE,UKIAH,95482,JUDSON HOWE,PRESIDENT,WWW.ADVENTISTHEALTH.ORG/UKIAH-VALLEY/,ADVENTIST HEALTH,JENNY DABROWSKI,"STRATEGIC REIMBURSEMENT GROUP, LLC",4.0,05-0301,1235120676,,50,50,46,5910.0,850.0,936.0,3739.0,,619.0,2279.0,90.0,487.0,14910,1235.0,150.0,233.0,919.0,,107.0,611.0,19.0,141.0,3415,50.0,,,,,,14910.0,,,,,,3415.0,,,,,,81.7,81.7,4.4,4.4,,,,78464.0,10121.0,10526.0,70040.0,,9517.0,47705.0,474.0,7923.0,234770.0,26802.0,109140.0,,97052.0,2522.0,3.0,47820.0,184590.0,577.0,2751.0,575.0,232.0,705309410,523897849.0,40268525.0,221680086,12294122.0,212015979,21958229.0,5097255.0,7433830.0,,19621654.0,98669919,142784734.0,463854757.0,95753439.0,13029104.0,12884450.0,66419387.0,,9452730.0,28589508.0,965778.0,7264280.0,234358676.0,193641061.0,23043823.0,19008008.0,121080747.0,,20626149.0,80981228.0,860801.0,11708917.0,470950734.0,215589391.0,28992725.0,21423566.0,153752172.0,-1608710.0,,22183325.0,63030189.0,6182197.0,2191890.0,,12161104.0,,40268525.0,,73805109.0,7080202.0,10364947.0,75363831.0,,7895554.0,46540547.0,,629896.0,,22910.0,4377598.0,,25286280.0,42720080.0,54926078.0,3338992.0,7113860.0,,1759802.0,16885329.0,3502771.0,48024646.0,8458141.0,47040267.0,23807356.0,28446988.0,7661928.0,30658364.0,60346258.0,5662031.0,1914761.0,878647.0,1523556.0,4075823.0,175767202.0,,77871873.0,4704710.0,500000.0,172586.0,259016371.0,46182567.0,,60452798.0,152381006.0,259016371.0,125558146.0,97130436.0,-75537307.0,94014686.0,45348968.0,142199693.0,64327820.0,,7702313.0,,62303313.0,1850515.0,1566702.0,64648579.0,550.0,184.0,1049244.0,177702.0,1226946.0,129.0,13.0,80908.0,303903.0,245040.0,21042.0,95291.0,135967.0,42238.0,42142.0,21266.0,61447.0,199548.0,313283.0,257761.0,30183.0,149694.0,,98775.0,245322.0,368945.0,308344.0,32318.0,162307.0,,109710.0,2021,2021,2797901180.0
106481015,ADVENTIST HEALTH VALLEJO,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Solano,3,409,Non-Profit,Psychiatric,Comparable,,707-648-2200,525 OREGON STREET,VALLEJO,94590,"STEVE HERBER, M.D.",CEO/PRESIDENT,HTTP://WWW.STHELENAHOSPITAL.ORG,ST. HELENA HOSPITAL,DEREK WONG,"TOYON ASSOCIATES, INC.",,05-4074,,HSP30182I,61,61,52,4814.0,1631.0,4325.0,,,469.0,6856.0,125.0,25.0,18245,516.0,223.0,455.0,,,51.0,746.0,13.0,3.0,2007,,61.0,,,,,,18245.0,,,,,,2007.0,,,,,81.9,81.9,9.1,9.1,,,,4413.0,188.0,,,,934.0,3854.0,,,9389.0,,,,,,,,,,,,,89214096,62771493.0,,26442603,117893.0,30004696,-3444200.0,987.0,,,-3443213.0,72639492,3405035.0,13169569.0,22456569.0,9689987.0,18928890.0,,,2333372.0,31732419.0,548852.0,118972.0,85809061.0,1600123.0,68318.0,,,,338754.0,1397840.0,,,3405035.0,16990993.0,6423526.0,13643257.0,,,,1891930.0,22035953.0,471129.0,906674.0,,408031.0,,,,6464418.0,3270076.0,5267840.0,,,705386.0,10723804.0,,11079.0,,,,,12521252.0,1285359.0,1578788.0,,,,,6117072.0,2026781.0,6242451.0,232993.0,12892466.0,5288891.0,1732875.0,89339.0,937589.0,7561672.0,145114.0,9293.0,60000.0,,1287457.0,1347101.0,,2254217.0,582984.0,29710.0,,4214012.0,2597381.0,,1792588.0,-175957.0,4214012.0,906.0,4622263.0,-3812744.0,4298878.0,2105209.0,6949067.0,4694850.0,,249382.0,,1865065.0,72477.0,103906.0,1931282.0,142.0,26.0,265844.0,30080.0,295924.0,32.0,,35881.0,155128.0,53573.0,,,7497.0,13727.0,38.0,,,153701.0,19648.0,1219.0,,45617.0,23278.0,22381.0,172582.0,21283.0,1295.0,,49904.0,26126.0,24734.0,2021,2021,2797901180.0
106190878,ADVENTIST HEALTH WHITE MEMORIAL,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,925,Non-Profit,General,Comparable,Teaching,323-268-5000,1720 CESAR E. CHAVEZ AVENUE,LOS ANGELES,90033-2462,JOHN RAFFOUL,CEO/PRESIDENT,WWW.WHITEMEMORIAL.COM,ADVENTIST HEALTH,DEREK WONG,"TOYON ASSOCIATES, INC.",,05-0103,HSC30103F,,353,353,225,12940.0,12513.0,17989.0,26167.0,,2775.0,4572.0,404.0,1849.0,79209,2903.0,2493.0,4395.0,5410.0,,605.0,1022.0,90.0,312.0,17230,277.0,33.0,,16.0,27.0,,65872.0,8848.0,,2043.0,2446.0,,14889.0,1998.0,,169.0,174.0,,61.5,61.5,4.6,4.5,33.0,5242.0,3395.0,14373.0,16669.0,10268.0,62345.0,,6445.0,21020.0,285.0,6910.0,138315.0,56944.0,18888.0,,73008.0,16592.0,10.0,246548.0,333870.0,2874.0,4355.0,2213.0,1181.0,2781099458,2367615363.0,45361283.0,458845378,6499605.0,480841132,-15496149.0,32087195.0,10307360.0,,6283686.0,787484596,258558631.0,1735056231.0,323457176.0,352387124.0,366192540.0,664721710.0,,46343777.0,131254698.0,7079000.0,44550889.0,1935986914.0,104202195.0,129460595.0,68053139.0,347234728.0,,29739151.0,132010022.0,1899526.0,32513188.0,845112544.0,369791518.0,415153338.0,353762899.0,905800506.0,-36271878.0,,63904785.0,215452829.0,5320072.0,13495040.0,,61206254.0,3455.0,45357828.0,,57867853.0,66697836.0,88850452.0,174901452.0,,12178143.0,47811891.0,,10537751.0,,3386275.0,21088833.0,,104353822.0,24631060.0,128005726.0,20687673.0,9030955.0,208443.0,14470262.0,47843016.0,938652.0,114015107.0,16656416.0,132716643.0,57881421.0,20859021.0,20059562.0,72953043.0,107708498.0,14530578.0,2993857.0,1986023.0,1600718.0,47551768.0,666517157.0,,115086383.0,2771209.0,,350000.0,784724749.0,80475001.0,,79921449.0,624328299.0,784724749.0,525139568.0,519231191.0,-468967791.0,299150051.0,114497174.0,424290593.0,309204210.0,,151664.0,,79969372.0,47923.0,14835779.0,90969162.0,1463.0,646.0,2750050.0,412166.0,3162216.0,291.0,69.0,205707.0,715787.0,968527.0,16411.0,245566.0,213409.0,75850.0,189248.0,112159.0,7386.0,1103770.0,222249.0,728720.0,178238.0,197325.0,14729.0,305019.0,1306829.0,259328.0,843129.0,184376.0,219704.0,16582.0,332268.0,2021,2021,2797901180.0
106010937,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Alameda,5,417,Non-Profit,General,Comparable,,510-655-4000,HAWTHORNE AVE & WEBSTER STREET,OAKLAND,94609,DR. GERALD KOZAI,CEO,,SUTTER HEALTH,CHRISTINE HODGES,SUTTER HEALTH,,05-0043,HSC00043F,ZZR00043G,354,354,187,25676.0,9520.0,4698.0,12710.0,,2198.0,6903.0,229.0,232.0,62166,4509.0,1589.0,696.0,2247.0,,397.0,1343.0,69.0,60.0,10910,296.0,,,58.0,,,49008.0,,,13158.0,,,10102.0,,,808.0,,,48.1,48.1,5.7,5.7,1.0,,,15613.0,4565.0,1797.0,19077.0,1.0,2518.0,13861.0,1188.0,960.0,59580.0,36569.0,14652.0,,12675.0,,7.0,359816.0,398397.0,2228.0,3417.0,,,1721192809,1224498765.0,,496694044,91000251.0,601085325,-13391030.0,67299488.0,3164770.0,,50743688.0,405268630,188778563.0,1127145616.0,464864537.0,173928249.0,79969459.0,230561668.0,,39721925.0,158447701.0,5728815.0,1865349.0,1155087703.0,162043796.0,55458290.0,18452910.0,130934686.0,1925.0,61224783.0,127865301.0,7271330.0,2852085.0,566105106.0,495817693.0,181127495.0,54291548.0,281837090.0,,1850.0,69692741.0,118907328.0,4170476.0,15095848.0,,3556696.0,,,,129286962.0,48192673.0,43606188.0,78905766.0,75.0,30454394.0,166132755.0,,115231.0,-42596388.0,5619495.0,52410296.0,,115948031.0,27321533.0,165269131.0,,,69081.0,97887166.0,72654158.0,16292991.0,69068014.0,36575220.0,210495393.0,88092319.0,21164000.0,17298683.0,90459955.0,70754538.0,45205770.0,9719804.0,1877939.0,4281110.0,41735814.0,418781498.0,86693.0,464454374.0,30896319.0,8726775.0,7811309.0,930756968.0,158921718.0,13840.0,199457662.0,572363748.0,930756968.0,128795926.0,250242126.0,-188322446.0,910080954.0,147621807.0,1080538596.0,616084222.0,,,181303545.0,199457662.0,,839400.0,7464693.0,1803.0,519.0,3335371.0,511739.0,3847110.0,421.0,,308814.0,670113.0,812411.0,,211792.0,810934.0,406764.0,17671.0,54441.0,42431.0,905635.0,166142.0,680769.0,848678.0,576563.0,36536.0,121048.0,1099606.0,197667.0,805070.0,890406.0,676743.0,44296.0,133322.0,2021,2021,2797901180.0
106370749,ALVARADO PARKWAY INSTITUTE BHS,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,San Diego,14,1422,Investor,Psychiatric,Comparable,,619-465-4411,7050 PARKWAY DRIVE,LA MESA,92042,MEGAN MONTGOMERY-WEST,CEO,ALVARADOPARKWAYINSTITUTE.COM,"BH-SD OPCO, LLC",JOHN RANDOLPH SMITH,PACIFIC HOSPITAL MANAGEMENT,,05-4075,,HSP34075G,66,66,58,6042.0,2814.0,3631.0,,,6345.0,851.0,,111.0,19794,616.0,286.0,370.0,,,647.0,90.0,,9.0,2018,,54.0,12.0,,,,,18562.0,1232.0,,,,,1892.0,126.0,,,,82.2,82.2,9.8,9.8,,,,77591.0,11949.0,,,,29575.0,4699.0,,96.0,123910.0,,,,1087.0,,,,,,,,,94747425,63390355.0,,31357070,283003.0,29703887,1936186.0,3280012.0,,,5216198.0,49079350,44198948.0,1469127.0,13492754.0,7908993.0,9863810.0,,,15979754.0,3131552.0,,130618.0,50507481.0,26421224.0,3945178.0,,,,11328792.0,2508650.0,,36100.0,44239944.0,25863394.0,7930982.0,6599339.0,,,,17803375.0,3773553.0,1419712.0,,,,,,,13209703.0,3923189.0,3264471.0,,,9037882.0,1866649.0,,55176.0,,,,,7591866.0,4392871.0,200793.0,,,,,6803687.0,1528550.0,5101758.0,4084362.0,15873633.0,3358527.0,395588.0,242189.0,1519109.0,2432812.0,684031.0,2962976.0,187500.0,300386.0,1747136.0,10018508.0,,1980524.0,282222.0,,7906218.0,20187472.0,4231421.0,,1486625.0,14469426.0,20187472.0,6015498.0,7978027.0,-5269056.0,,2541545.0,6144213.0,4163689.0,,,,3722563.0,2235938.0,,,286.0,63.0,512054.0,82124.0,594178.0,31.0,,36317.0,141330.0,43716.0,34623.0,52696.0,155254.0,48118.0,,,,204771.0,92640.0,,,124627.0,24991.0,65025.0,233008.0,109786.0,,,146932.0,29776.0,74676.0,2021,2021,2797901180.0
106301188,ANAHEIM GLOBAL MEDICAL CENTER,2021-01-01,2021-12-31,365,Audited,Excl. Ind. Audit Adj.,Orange,13,1012,Investor,General,Comparable,,714-533-6220,1025 SOUTH ANAHEIM BOULEVARD,ANAHEIM,92805,PETER BARONOFF,CEO,HTTPS://ANAHEIM-GMC.COM/,KPC HEALTHCARE INC.,TODD SCHROEDER,MOSS ADAMS LLP,,05-0744,HSC30594J,,183,183,116,6248.0,3789.0,20382.0,6127.0,,263.0,1314.0,26.0,598.0,38747,498.0,429.0,1234.0,990.0,,22.0,213.0,4.0,173.0,3563,92.0,91.0,,,,,11717.0,27030.0,,,,,2154.0,1409.0,,,,,58.0,58.0,10.9,10.9,5.0,,,14241.0,2223.0,2028.0,9449.0,,1445.0,3187.0,65.0,2102.0,34740.0,12599.0,1068.0,,8199.0,,3.0,116532.0,126236.0,554.0,813.0,807.0,96.0,268081892,190107221.0,,77974671,2446113.0,92786629,-12365845.0,,,,-12365845.0,86406814,64989045.0,116686033.0,27640637.0,30834584.0,63349101.0,47555802.0,,663717.0,12170530.0,141430.0,3842926.0,186198727.0,8267322.0,6565613.0,7725979.0,37239747.0,,1564835.0,12439820.0,248233.0,7831616.0,81883165.0,23668249.0,29523280.0,53928909.0,69347321.0,-13365037.0,,1379312.0,13502380.0,9890114.0,1151000.0,,1081693.0,,,,11619710.0,7876917.0,24780307.0,21179129.0,,849240.0,11107970.0,,561398.0,18930957.0,,,,34005100.0,7749626.0,15453646.0,,,,,14160599.0,2100692.0,14501749.0,4815217.0,41838165.0,17053840.0,1277038.0,4406827.0,8073528.0,12168272.0,619381.0,3603091.0,286359.0,145247.0,3314881.0,25180041.0,,5606822.0,103741.0,,,30890604.0,16938116.0,,240308.0,13712180.0,30890604.0,,60987122.0,-38016927.0,,6392637.0,10909432.0,5302610.0,,752116.0,,752116.0,511808.0,,,474.0,215.0,873759.0,123961.0,997720.0,99.0,,53677.0,179862.0,287827.0,39752.0,108607.0,103110.0,87894.0,1393.0,11637.0,,425547.0,92069.0,104562.0,,166857.0,18347.0,66377.0,495138.0,104417.0,119932.0,,180338.0,22966.0,74929.0,2021,2021,2797901180.0
106494048,AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Sonoma,3,401,Investor,Psychiatric,Comparable,,707-800-7700,1287 FULTON ROAD,SANTA ROSA,95401,SUSAN ROSE,CEO/ADMINISTRATOR,WWW.AURORABEHAVIORAL.COM,SIGNATURE HEALTHCARE SERVICES,MICHAEL WATSON,SOUTHEAST REIMBURSEMENT GROUP,,05-4151,1922378215,,95,95,57,3088.0,698.0,7072.0,,4265.0,,5552.0,,32.0,20707,276.0,78.0,914.0,,431.0,,872.0,,5.0,2576,,95.0,,,,,,20707.0,,,,,,2576.0,,,,,59.7,59.7,8.0,8.0,,,,284.0,68.0,,,103.0,,2232.0,,47.0,2734.0,,,,,,,,,,,,,47048325,16060829.0,,30987496,396370.0,31359579,24287.0,31598.0,,,55885.0,45524675,1459675.0,63975.0,6848950.0,1667500.0,15678100.0,,9127450.0,,12231350.0,,35300.0,45588650.0,151900.0,38325.0,,,81200.0,,1168825.0,,19425.0,1459675.0,2318018.0,516787.0,4342897.0,,,3618451.0,,2918634.0,985565.0,564866.0,,795611.0,,,,4532805.0,1153325.0,10257303.0,,5097315.0,,9893316.0,,53432.0,,,,,12699028.0,408561.0,152259.0,,,,,5187607.0,2909155.0,8737560.0,1265409.0,13742386.0,2273874.0,4030354.0,3620279.0,580910.0,4603800.0,91941.0,550472.0,179465.0,,1686098.0,6063669.0,,570048.0,34230.0,15417484.0,,22085431.0,23495140.0,636925.0,,-2046634.0,22085431.0,630204.0,8066261.0,-2997226.0,,786842.0,942964.0,372916.0,,,,,,14904141.0,6900303.0,191.0,86.0,377624.0,40738.0,418362.0,39.0,,28785.0,81882.0,51962.0,7839.0,103963.0,44284.0,22406.0,16120.0,14807.0,5576.0,177326.0,12911.0,,,72328.0,45267.0,69792.0,195031.0,13906.0,,,83803.0,49307.0,76315.0,2021,2021,2797901180.0
